Station
Stanmore 
Canons Park
Queensbury
Kingsbury 
Wembley Park[a] 
Neasden[b]
Dollis Hill[b]
Willesden Green[b]
Kilburn[b] 
West Hampstead[b]  
Finchley Road[b]
Swiss Cottage
St. John's Wood
Baker Street
Bond Street
Green Park 
Westminster 
Waterloo  
Southwark ( Waterloo East)
London Bridge  ( Trains to Gatwick) 
Bermondsey 
Canada Water  
Canary Wharf  
North Greenwich  
Canning Town[c]  
West Ham[c]   
Stratford[
